,name,sqft,sqm,psf,location,amenities,amenities_count,price
1153,Shophouse in HDB-Jurong East,1808,167.97,1162,Tuas (D22),[],0,2100000
1154,Retail in Oxley Tower,3025,281.03,3636,Marina (D1),[],0,11000000
1155,Office in WIS @ Changi,506,47.01,1739,Paya Lebar (D14),"['Air conditioning', 'Column free', '24 hr access']",3,880000
1156,General Industrial in AMK Tech II,1808,167.97,127,Thomson (D20),"['Air conditioning', 'Bath room', 'Loading bay', 'Car park', 'Pantry']",5,230000
1157,Retail in Concorde Shopping Centre,258,23.97,1938,Commonwealth (D3),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,500000
1158,Retail in Havelock2,237,22.02,3165,Marina (D1),"['Air conditioning', 'Water trap', 'Column free', '24 hr access']",4,750000
1159,Office in International Plaza,409,38,2152,Tanjong Pagar (D2),['Air conditioning'],1,880000
1160,Office in Tong Eng Building,1227,113.99,3007,Marina (D1),"['Air conditioning', '24 hr access', 'Car park']",3,3690000
1161,Warehouse in Tannery Road,2375,220.64,2063,Potong Pasir (D13),[],0,4900000
1162,Shophouse in Upper Dickson Road,6182,574.33,2022,Serangoon Rd (D8),[],0,12500000
1163,Retail in Lucky Plaza,161,14.96,14286,River Valley (D9),"['Cctv', '24 hr access']",2,2300000
1164,Factory in Pantech Business Hub,1163,108.05,601,Clementi (D5),[],0,698800
1165,Retail in Orchard Plaza,666,61.87,3949,River Valley (D9),[],0,2630000
1166,Office in Parklane Shopping Mall,452,41.99,1504,Rochor (D7),[],0,680000
1167,Retail in Orchard Plaza,2664,247.49,3746,River Valley (D9),[],0,9980000
1168,Retail in Orchard Plaza,333,30.94,4099,River Valley (D9),[],0,1365000
1169,Factory in In Space,2411,223.99,709,Sengkang (D19),"['Security access', 'Air conditioning', 'Column free', '24 hr access', 'Car park']",5,1709000
1170,Showroom in Oxley Bizhub 2,1916,178,626,Paya Lebar (D14),"['Bath room', 'Security access', 'Cctv', 'Reception services', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms']",8,1200000
1171,Shophouse in Soho Life,344,31.96,3198,Marine Parade (D15),"['Own generator', 'Column free', 'Broadband', 'Reception services', 'Cctv', 'Car park', 'Pantry', 'Server room']",8,1100000
1172,Retail in Parklane Shopping Mall,221,20.53,1810,Rochor (D7),"['Air conditioning', 'Security access']",2,399999
1173,Retail in Grandlink Square,119,11.06,4202,Paya Lebar (D14),"['Air conditioning', 'Security access']",2,500000
1174,Office in Centropod @ Changi,474,44.04,1793,Paya Lebar (D14),['Air conditioning'],1,850000
1175,Factory in West Star,1959,182,278,Tuas (D22),"['Loading bay', 'Security access', 'Large floor plate']",3,544000
1176,Factory in CT FoodChain,3186,295.99,925,Clementi (D5),"['Loading bay', 'Security access', 'Dual power', 'Kitchen']",4,2946000
1177,Retail in Katong Shopping Centre,334,31.03,2898,Marine Parade (D15),"['Loading bay', 'Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Security access', 'Air conditioning']",8,968000
1178,Office in The Sunflower,1400,130.06,1057,Paya Lebar (D14),"['Air conditioning', 'Column free', '24 hr access', 'Car park', 'Meeting rooms']",5,1480000
1179,Retail in Alexis,1378,128.02,4354,Commonwealth (D3),"['Column free', 'Chilled water supply', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",6,6000000
1180,Retail in Textile Centre,5380,499.82,1450,Rochor (D7),"['Air conditioning', 'Reception services', '24 hr access', 'Pantry', 'Car park']",5,7800000
1181,Retail in Alexis,3068,285.03,3194,Commonwealth (D3),"['Column free', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Kitchen']",6,9800000
1182,Office in Goldhill Plaza,1184,110,2703,Novena (D11),"['Air conditioning', 'Column free', '24 hr access', 'Pantry', 'Car park']",5,3200000
1183,Shophouse in Kampong Glam Conservation Area,1467,136.29,7362,Rochor (D7),"['Air conditioning', 'Column free', 'Car park', 'Pantry', 'Chilled water supply']",5,10800000
1184,Retail in Alexandra Central,957,88.91,8882,Commonwealth (D3),"['Column free', 'Chilled water supply', 'Grease trap', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Kitchen']",8,8500000
1185,Office in Burlington Square,571,53.05,2189,Rochor (D7),"['Column free', 'Car park', '24 hr access', 'Server room', 'Meeting rooms', 'Air conditioning']",6,1250000
1186,General Industrial in Link @ AMK,2152,199.93,860,Thomson (D20),"['Bath room', 'Column free', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Kitchen']",7,1850000
1187,Office in Townshend Building,850,78.97,2294,Serangoon Rd (D8),"['Car park', 'Pantry', '24 hr access', 'Server room', 'Meeting rooms', 'Air conditioning']",6,1950000
1188,Factory in Food Concept @ Pandan,2034,188.96,1961,Clementi (D5),"['Bath room', 'Column free', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Kitchen']",7,3988200
1189,Office in Goldhill Plaza,1227,113.99,2689,Novena (D11),"['Security access', 'Car park', 'Pantry', '24 hr access', 'Column free', 'Air conditioning']",6,3300000
1190,Retail in Alexis,1690,157.01,2959,Commonwealth (D3),"['Bath room', 'Column free', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",7,5000000
1191,Shophouse in Jalan Kayu Estate,2874,267,2366,Yio Chu Kang (D28),"['Chilled water supply', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Kitchen']",6,6800000
1192,Shophouse in Kampong Glam Conservation Area,1467,136.29,7362,Rochor (D7),"['Column free', 'Chilled water supply', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",6,10800000
1193,Office in Goldhill Plaza,1227,113.99,2689,Novena (D11),"['Column free', 'Chilled water supply', 'Reception services', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",7,3300000
1194,Factory in Oxley Bizhub 2,1918,178.19,537,Paya Lebar (D14),"['Air conditioning', 'Column free', 'Car park']",3,1030000
1195,Office in Woods Square,22000,"2,043.87",2182,Woodlands (D25),"['Broadband', 'Cctv', 'Pantry', 'Cat 5/6 cabling', '24 hr access', 'Air conditioning', 'It support']",7,48000000
1196,Office in Hexacube,840,78.04,2100,Paya Lebar (D14),['Air conditioning'],1,1764000
1197,Office in Woods Square,1561,145.02,1772,Woodlands (D25),"['Bath room', 'Broadband', 'Cctv', 'Pantry', '24 hr access', 'Air conditioning', 'It support']",7,2765860
1198,Office in Woods Square,1033,95.97,1830,Woodlands (D25),"['Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', 'Cat 5/6 cabling', '24 hr access', 'Large floor plate']",8,1890000
1199,Factory in Enterprise One,4317,401.06,741,Paya Lebar (D14),['Air conditioning'],1,3200000
1200,Office in Suntec City Towers,6168,573.03,2988,Marina (D1),['Air conditioning'],1,18429984
1201,Office in Woods Square,560,52.03,1819,Woodlands (D25),['Air conditioning'],1,1018705
1202,Factory in Ispace,1722,159.98,511,Tuas (D22),"['24 hr access', 'Car park']",2,880000
1203,Industrial Office in Eunos Techpark,7707,716,388,Paya Lebar (D14),"['Loading bay', 'Car park', 'Pantry', 'Meeting rooms', 'Air conditioning', 'Water trap']",6,2990000
1204,Shophouse in Tiong Bahru Estate,2200,204.39,2182,Commonwealth (D3),[],0,4800000
1205,Retail in Tai Seng Point,290,26.94,4828,Potong Pasir (D13),['Air conditioning'],1,1400000
1206,Office in Chinatown Point,2346,217.95,2000,Marina (D1),['Meeting rooms'],1,4692000
1207,Office in Fortune Centre,1356,125.98,1534,Rochor (D7),"['Loading bay', 'Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",7,2080000
1208,Office in Burlington Square,700,65.03,1757,Rochor (D7),"['Loading bay', 'Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning']",8,1230000
1209,Shophouse in Opal Crescent,4466,414.9,1926,Toa Payoh (D12),"['Bath room', 'Car park', 'Pantry', '24 hr access', 'Water trap', 'Kitchen']",6,8600000
1210,Industrial Office in Oxley Bizhub,1851,171.96,529,Paya Lebar (D14),"['Column free', 'Air conditioning', 'Cctv', '24 hr access']",4,980000
1211,Retail in Furama City Centre Singapore,205,19.05,2829,Marina (D1),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,580000
1212,Factory in 7 Mandai Estate,2852,264.96,1294,Woodlands (D25),"['Bath room', 'Kitchen', 'Loading bay', '24 hr access', 'Car park']",5,3690000
1213,Factory in 7 Mandai Estate,1819,168.99,1398,Woodlands (D25),"['Loading bay', 'Grease trap', 'Column free', '24 hr access', 'Car park']",5,2543000
1214,Office in Havelock2,420,39.02,2095,Marina (D1),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,880000
1215,Office in Havelock2,732,68,2596,Marina (D1),"['Column free', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1900000
1216,Factory in 7 Mandai Estate,1776,165,1398,Woodlands (D25),"['Grease trap', 'Loading bay', 'Column free', '24 hr access', 'Car park']",5,2482000
1217,Factory in Primax,2917,271,686,Sengkang (D19),"['Loading bay', 'Bath room', 'Column free', '24 hr access', 'Car park']",5,2000000
1218,Office in Havelock2,560,52.03,1964,Marina (D1),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,1100000
1219,Factory in 7 Mandai Estate,1894,175.96,1371,Woodlands (D25),"['Bath room', 'Kitchen', 'Loading bay', '24 hr access', 'Car park']",5,2596000
1220,Factory in Synergy @ KB,1195,111.02,502,Paya Lebar (D14),"['Bath room', 'Loading bay', '24 hr access', 'Car park']",4,600000
1221,Factory in 7 Mandai Estate,1830,170.01,1449,Woodlands (D25),"['Loading bay', 'Bath room', '24 hr access', 'Kitchen', 'Car park']",5,2651000
1222,Factory in Synergy @ KB,3638,337.98,330,Paya Lebar (D14),"['Bath room', 'Loading bay', '24 hr access', 'Car park']",4,1200000
1223,Factory in Synergy @ KB,2637,244.99,379,Paya Lebar (D14),"['Bath room', 'Loading bay', '24 hr access', 'Car park']",4,1000000
1224,Factory in Mega @ Woodlands,2379,221.02,259,Woodlands (D25),"['Bath room', 'Column free', '24 hr access', 'Meeting rooms']",4,616000
1225,Factory in Premier @ Kaki Bukit,1579,146.69,633,Paya Lebar (D14),"['Loading bay', 'Column free', '24 hr access', 'Car park']",4,1000000
1226,Factory in Mega @ Woodlands,1776,165,262,Woodlands (D25),"['Loading bay', 'Bath room', 'Column free', '24 hr access', 'Meeting rooms']",5,465000
1227,Factory in Synergy @ KB,1216,112.97,354,Paya Lebar (D14),"['Bath room', 'Loading bay', '24 hr access', 'Car park']",4,430000
1228,Factory in Synergy @ KB,1819,168.99,330,Paya Lebar (D14),"['Column free', 'Bath room', 'Loading bay', '24 hr access', 'Car park']",5,600000
1229,Factory in Mega @ Woodlands,2013,187.01,302,Woodlands (D25),"['Loading bay', 'Bath room', 'Column free', '24 hr access', 'Meeting rooms']",5,607000
1230,Office in Havelock2,958,89,2401,Marina (D1),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,2300000
1231,Factory in Mega @ Woodlands,1905,176.98,262,Woodlands (D25),"['Bath room', 'Column free', '24 hr access', 'Meeting rooms']",4,500000
1232,General Industrial in T-Space,1636,151.99,403,Tampines (D18),"['Column free', '24 hr access', 'Car park']",3,660000
1233,Factory in Shun Li Industrial Park,3316,308.07,404,Paya Lebar (D14),"['24 hr access', 'Car park']",2,1340000
1234,Retail in Sunshine Plaza,440,40.88,4227,Rochor (D7),"['Column free', '24 hr access', 'Car park']",3,1860000
1235,Factory in Frontier,5102,473.99,368,Paya Lebar (D14),[],0,1880000
1236,Shophouse in 153 Serangoon North Avenue 1,1465,136.1,1420,Sengkang (D19),[],0,2080000
1237,Shophouse in Ghim Moh,1476,137.12,1694,Holland (D10),[],0,2500000
1238,Shophouse in 539 Bedok North Street 3,1625,150.97,1662,Upper East Coast (D16),"['Loading bay', 'Column free', 'Broadband', 'Bath room', 'Car park', '24 hr access']",6,2700000
1239,Warehouse in North Link Building,5579,518.31,448,Yishun (D27),[],0,2500000
1240,Factory in Synergy @ KB,3530,327.95,397,Paya Lebar (D14),[],0,1400000
1241,Office in Paya Lebar Square,538,49.98,2100,Paya Lebar (D14),[],0,1130000
1242,Office in Paya Lebar Square,721,66.98,2205,Paya Lebar (D14),[],0,1590000
1243,Factory in T99,7664,712.01,200,Tuas (D22),[],0,1530000
1244,Factory in Shine@Tuas South,1787,166.02,313,Tuas (D22),"['Security access', 'Air conditioning', 'Loading bay', 'Large floor plate', 'Dual power']",5,559000
1245,Factory in Shine@Tuas South,3400,315.87,324,Tuas (D22),"['Security access', 'Air conditioning', 'Loading bay', 'Large floor plate', 'Dual power']",5,1100000
1246,Factory in T99,7825,726.97,211,Tuas (D22),[],0,1650000
1247,Shophouse in Jurong Gateway,1561,145.02,3139,Tuas (D22),[],0,4900000
1248,Office in One North Bridge / High Street Centre,550,51.1,2364,Clarke Quay (D6),"['Air conditioning', 'Car park']",2,1300000
1249,Office in Woods Square,560,52.03,1860,Woodlands (D25),"['Security access', 'Column free', '24 hr access', 'Large floor plate']",4,1041858
1250,Shophouse in Newest,322,29.91,3106,Clementi (D5),[],0,1000000
1251,Factory in Westlink Two,3369,312.99,341,Tuas (D22),"['Large floor plate', 'Column free', '24 hr access', 'Dual power', 'Car park']",5,1150000
1252,Retail in Orchard Plaza,194,18.02,2562,River Valley (D9),"['Broadband', 'Air conditioning', 'Column free', 'Car park']",4,497000
1253,Retail in The Midtown,785,72.93,2994,Sengkang (D19),"['Grease trap', 'Air conditioning', 'Water trap', 'Car park', 'Kitchen']",5,2350000
1254,Shophouse in HDB-Jurong East,1614,149.95,1084,Tuas (D22),[],0,1750000
1255,Retail in Alexandra Central,650,60.39,7692,Commonwealth (D3),[],0,5000000
1256,Shophouse in Toa Payoh Central,1237,114.92,2749,Toa Payoh (D12),[],0,3400000
1257,Factory in 21 Jalan Lam Huat,4926,457.64,186,Woodlands (D25),"['24 hr access', 'Car park']",2,918000
1258,Office in Shenton House,441,40.97,2336,Marina (D1),"['Air conditioning', '24 hr access']",2,1030000
1259,Office in The Central,883,82.03,3249,Marina (D1),"['Handicap friendly', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning', 'Kitchen']",7,2869000
1260,Shophouse in Riverfront Residences,603,56.02,2785,Sengkang (D19),[],0,1679400
1261,Factory in Premier @ Kaki Bukit,1098,102.01,546,Paya Lebar (D14),[],0,600000
1262,Shophouse in 15 New Bridge Road,1326,123.19,4525,Marina (D1),"['Air conditioning', 'Reception services', '24 hr access', 'Pantry', 'Meeting rooms']",5,5999888
1263,Factory in Primz Bizhub,2293,213.03,698,Woodlands (D25),"['Air conditioning', '24 hr access', 'Car park']",3,1600000
1264,Factory in CT Hub 2,1173,108.98,1407,Toa Payoh (D12),"['Air conditioning', '24 hr access', 'Car park']",3,1650000
1265,Retail in The Adelphi,301,27.96,3987,Clarke Quay (D6),"['Water trap', 'Cctv', '24 hr access', 'Car park']",4,1200000
1266,Office in Centrium Square,1012,94.02,3063,Serangoon Rd (D8),[],0,3100000
1267,Retail in Icon @ Changi,172,15.98,2901,Paya Lebar (D14),"['Security access', 'Reception services', 'Car park', '24 hr access', 'Column free', 'Air conditioning']",6,499000
1268,Shophouse in Dalhousie Lane,8310,772.02,1288,Serangoon Rd (D8),[],0,10700000
1269,Office in Paya Lebar Square,484,44.97,2045,Paya Lebar (D14),[],0,990000
1270,Office in Paya Lebar Square,549,51,2113,Paya Lebar (D14),[],0,1160000
1271,Factory in Enterprise Hub,4919,456.99,260,Tuas (D22),[],0,1280000
1272,Office in International Plaza,990,91.97,2051,Tanjong Pagar (D2),[],0,2030000
1273,Shophouse in Kampong Glam Conservation Area,3500,325.16,1857,Rochor (D7),"['Bath room', '24 hr access']",2,6500000
1274,Warehouse in Gordon Warehouse Building,1776,165,225,Paya Lebar (D14),"['Loading bay', 'Column free', '24 hr access', 'Large floor plate']",4,400000
1275,General Industrial in Gordon Warehouse Building,2562,238.02,300,Paya Lebar (D14),"['Bath room', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Loading bay']",7,769000
1276,General Industrial in K.B. Warehouse Complex,8428,782.99,314,Paya Lebar (D14),"['Loading bay', 'Column free', 'Cctv', 'Bath room', 'Car park', '24 hr access']",6,2650000
1277,General Industrial in Gordon Warehouse Building,1539,142.98,280,Paya Lebar (D14),"['Bath room', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Air conditioning', 'Loading bay']",8,431000
1278,Factory in CT FoodChain,3086,286.7,921,Clementi (D5),"['Column free', 'Cctv', '24 hr access', 'Car park']",4,2841950
1279,Retail in Trio,1087,100.99,2664,Serangoon Rd (D8),"['Column free', 'Loading bay', 'Cctv', '24 hr access', 'Car park']",5,2895795
1280,Factory in CT FoodChain,3143,291.99,917,Clementi (D5),"['Column free', 'Cctv', '24 hr access', 'Car park']",4,2881793
1281,Office in Vision Exchange,500,46.45,2500,Tuas (D22),[],0,1250000
1282,General Industrial in Ubi Techpark,11300,"1,049.8",531,Paya Lebar (D14),"['Air conditioning', 'Car park', 'Server room', 'Meeting rooms']",4,6000000
1283,General Industrial in Paya Ubi Industrial Park,6300,585.29,286,Paya Lebar (D14),"['Air conditioning', 'Car park', 'Pantry']",3,1800000
1284,General Industrial in Excalibur Centre,926,86.03,540,Paya Lebar (D14),[],0,500000
1285,Factory in Senoko Way,90600,"8,417.01",182,Yishun (D27),"['Backup generator', 'Air conditioning', '24 hr access', 'Large floor plate', 'Car park']",5,16500000
1286,Factory in Senoko Industrial Estate,90595,"8,416.55",182,Yishun (D27),"['24 hr access', 'Own generator', 'Car park', 'Meeting rooms']",4,16500000
1287,Factory in Sindo Industrial Estate,9400,873.29,871,Upper Thomson (D26),"['24 hr access', 'Pantry', 'Car park']",3,8188000
1288,Industrial Office in Pantech Business Hub,1894,175.96,396,Clementi (D5),[],0,750000
1289,Retail in JadeScape,495,45.99,3200,Thomson (D20),"['Column free', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1584000
1290,Factory in Cendex Centre,1538,142.88,597,Commonwealth (D3),[],0,918000
1291,Retail in Toa Payoh Central,1346,125.05,2823,Toa Payoh (D12),[],0,3800000
1292,General Industrial in Mega @ Woodlands,1711,158.96,397,Woodlands (D25),"['Bath room', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",6,680000
1293,General Industrial in Kallang Avenue,68000,"6,317.4",1029,Toa Payoh (D12),"['Bath room', 'Loading bay', '24 hr access', 'Large floor plate', 'Car park']",5,70000000
1294,Warehouse in Link @ AMK,15824,"1,470.1",506,Thomson (D20),[],0,8000000
1295,Factory in The Commerze @ Irving,1012,94.02,736,Potong Pasir (D13),[],0,745000
1296,Warehouse in Link @ AMK,2153,200.02,790,Thomson (D20),"['Loading bay', 'Column free']",2,1700000
1297,Retail in 89 Upper Paya Lebar Road,5746,533.82,1444,Sengkang (D19),[],0,8300000
1298,General Industrial in Sindo Industrial Estate,50688,"4,709.07",829,Upper Thomson (D26),"['Air conditioning', '450 lux lighting', '24 hr access', 'Large floor plate']",4,42000000
1299,Shophouse in Bedok Town Centre,1592,147.9,3015,Upper East Coast (D16),['24 hr access'],1,4800000
1300,Shophouse in Craig Road,3160,293.57,3639,Tanjong Pagar (D2),[],0,11500000
1301,Factory in 27 Tuas Avenue 2,84997,"7,896.48",151,Tuas (D22),[],0,12800000
1302,Factory in E9 Premium,2896,269.05,328,Yishun (D27),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,949888
1303,Retail in Far East Plaza,312,28.99,6090,River Valley (D9),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,1900000
1304,Office in The Sunflower,1400,130.06,1029,Paya Lebar (D14),"['Air conditioning', '24 hr access', 'Car park']",3,1441000
1305,Shophouse in Kampong Glam Conservation Area,5500,510.97,836,Rochor (D7),[],0,4600000
1306,Shophouse in Kampong Glam Conservation Area,1592,147.9,4271,Rochor (D7),[],0,6800000
1307,Office in Suntec City Towers,6168,573.03,2967,Marina (D1),"['Bath room', 'Security access', 'Broadband', 'Car park', 'Pantry', '24 hr access', 'Large floor plate', 'Air conditioning']",8,18300000
1308,Office in Woods Square,657,61.04,2116,Woodlands (D25),[],0,1390000
1309,Factory in AZ @ Paya Lebar,1636,151.99,1375,Paya Lebar (D14),[],0,2250000
1310,Factory in WCEGA Plaza,3229,299.98,279,Choa Chu Kang (D23),[],0,900000
1311,General Industrial in 9 Woodlands Industrial Park E1,1162,107.95,344,Yishun (D27),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,400000
1312,Shophouse in Tras Street,8883,825.26,3940,Tanjong Pagar (D2),[],0,35000000
1313,Shophouse in Tanjong Pagar Road,10686,992.76,3725,Tanjong Pagar (D2),[],0,39800000
1314,Showroom in UB. One,1410,130.99,766,Paya Lebar (D14),"['Bath room', 'Column free', '24 hr access', 'Car park']",4,1080000
1315,Factory in Ark @ KB,3100,288,232,Paya Lebar (D14),"['Security access', 'Bath room', 'Column free', '24 hr access', 'Car park']",5,720000
1316,Factory in Kewalram House,2282,212,504,Commonwealth (D3),[],0,1150000
1317,Warehouse in Woodlands 11,1650,153.29,538,Woodlands (D25),"['Loading bay', 'Column free', 'Bath room', 'Car park', '24 hr access', 'Air conditioning']",6,888000
1318,Factory in UB. One,1852,172.06,621,Paya Lebar (D14),[],0,1150000
1319,Shophouse in Little India Conservation Area,2164,201.04,2079,Serangoon Rd (D8),[],0,4500000
1320,Shophouse in 56 New Upper Changi Road,1518,141.03,2174,Upper East Coast (D16),[],0,3300000
1321,Factory in Woodlands 11,1937,179.95,433,Woodlands (D25),"['Air conditioning', '24 hr access', 'Car park']",3,838000
1322,Retail in Textile Centre,807,74.97,1487,Rochor (D7),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,1200000
1323,Factory in 7 Mandai Estate,1894,175.96,1529,Woodlands (D25),"['Loading bay', 'Column free', '24 hr access', 'Car park']",4,2896000
1324,Factory in Primax,2917,271,686,Sengkang (D19),"['Bath room', 'Column free', '24 hr access', 'Car park']",4,2000000
1325,Factory in 7 Mandai Estate,2852,264.96,1294,Woodlands (D25),"['Loading bay', 'Grease trap', 'Column free', '24 hr access', 'Car park']",5,3690000
1326,Factory in Woodlands Industrial Xchange,1722,159.98,290,Woodlands (D25),"['Loading bay', 'Bath room', 'Column free', '24 hr access', 'Car park']",5,499000
1327,Retail in Bukit Timah Shopping Centre,1162,107.95,2427,Upper Bukit Timah (D21),"['Air conditioning', 'Cctv', 'Car park']",3,2820000
1328,Retail in Bukit Timah Shopping Centre,650,60.39,2908,Upper Bukit Timah (D21),[],0,1890000
1329,Retail in Eon Shenton,355,32.98,5318,Tanjong Pagar (D2),"['Column free', 'Broadband', 'Reception services', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms']",8,1888000
1330,Industrial Office in CT Hub 2,969,90.02,1011,Toa Payoh (D12),"['Bath room', 'Cctv', '24 hr access']",3,980000
1331,Industrial Office in One Commonwealth,786,73.02,570,Commonwealth (D3),"['Column free', '24 hr access']",2,448000
1332,Industrial Office in Apex @ Henderson,2745,255.02,893,Commonwealth (D3),"['Bath room', '24 hr access']",2,2450000
1333,Retail in Macpherson Mall,441,40.97,3986,Potong Pasir (D13),[],0,1758000
1334,Retail in The Flow,775,72,2530,Marine Parade (D15),[],0,1961000
1335,Retail in View at Kismis,183,17,3514,Upper Bukit Timah (D21),"['Air conditioning', 'Security access']",2,643000
1336,Shophouse in Geylang Road,3594,333.89,1252,Paya Lebar (D14),['Air conditioning'],1,4500000
1337,Factory in Shun Li Industrial Park,8800,817.55,358,Paya Lebar (D14),[],0,3150000
1338,Factory in CT FoodChain,3520,327.02,707,Clementi (D5),[],0,2488000
1339,Shophouse in 55 Lavender Street,2083,193.52,4561,Toa Payoh (D12),['Bath room'],1,9500000
1340,General Industrial in Hola Centre,1625,150.97,431,Paya Lebar (D14),[],0,700000
1341,Shophouse in River Valley Road,1520,141.21,5592,Commonwealth (D3),[],0,8500000
1342,Shophouse in Kreta Ayer Conservation Area,3300,306.58,5455,Marina (D1),[],0,18000000
1343,Shop in Eon Shenton,1109,103.03,2500,Tanjong Pagar (D2),[],0,2772500
1344,General Industrial in The Commerze @ Irving,1066,99.03,693,Potong Pasir (D13),"['Bath room', 'Handicap friendly', 'Column free', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Security access']",8,739000
1345,General Industrial in Midview City,1292,120.03,587,Thomson (D20),"['Bath room', 'Water trap', '24 hr access', 'Large floor plate', 'Car park']",5,759000
1346,Retail in Beauty World Centre,73,6.78,33562,Upper Bukit Timah (D21),[],0,2450000
1347,Shophouse in Teck Whye Heights IIi,1300,120.77,1222,Choa Chu Kang (D23),['Bath room'],1,1588000
1348,Retail in The Midtown,785,72.93,2930,Sengkang (D19),"['Air conditioning', 'Column free', 'Car park', 'Kitchen']",4,2300000
1349,Retail in Far East Shopping Centre,258,23.97,5310,River Valley (D9),"['Air conditioning', 'Column free']",2,1370000
1350,Factory in CT FoodChain,3186,295.99,923,Clementi (D5),"['Column free', 'Large floor plate']",2,2940000
1351,Factory in CT FoodChain,3272,303.98,935,Clementi (D5),"['Column free', 'Large floor plate']",2,3060000
1352,Factory in North Spring Bizhub,1539,142.98,552,Yishun (D27),['Air conditioning'],1,848888
1353,Retail in Beauty World Centre,368,34.19,2554,Upper Bukit Timah (D21),[],0,940000
1354,Retail in Lucky Plaza,280,26.01,12500,River Valley (D9),[],0,3500000
1355,Retail in People's Park Complex,237,22.02,6329,Marina (D1),[],0,1500000
1356,Shophouse in Geylang Road,2688,249.72,2046,Paya Lebar (D14),[],0,5500000
1357,Factory in Pandan Loop,3186,295.99,892,Clementi (D5),"['24 hr access', 'Kitchen']",2,2841950
1358,General Industrial in WCEGA Plaza,2584,240.06,310,Choa Chu Kang (D23),"['Security access', 'Cctv', '24 hr access', 'Car park']",4,800000
1359,General Industrial in M-Space,1259,116.96,944,Woodlands (D25),"['Bath room', 'Security access', 'Car park', '24 hr access', 'Column free', 'Air conditioning']",6,1188000
1360,Retail in The Midtown,968,89.93,4029,Sengkang (D19),"['Air conditioning', '24 hr access']",2,3900000
1361,Shophouse in 15 New Bridge Road,3603,334.73,1665,Marina (D1),[],0,6000000
1362,Retail in Sim Lim Tower,700,65.03,4571,Serangoon Rd (D8),[],0,3200000
1363,Office in One North Bridge / High Street Centre,635,58.99,2047,Clarke Quay (D6),[],0,1300000
1364,Retail in Thomson Plaza,657,61.04,5784,Thomson (D20),"['Air conditioning', 'Security access', '24 hr access', 'Car park']",4,3800000
1365,Office in Emerald Garden,840,78.04,4167,Marina (D1),[],0,3500000
1366,Retail in One North Bridge / High Street Centre,409,38,1785,Clarke Quay (D6),"['24 hr access', 'Air conditioning', 'Cctv', 'It support', 'Car park']",5,730000
1367,Office in Chinatown Point,2486,230.96,1830,Marina (D1),[],0,4550000
1368,Warehouse in Oxley Bizhub,1065,98.94,657,Paya Lebar (D14),['Column free'],1,700000
1369,Warehouse in Oxley Bizhub,2154,200.11,431,Paya Lebar (D14),"['Security access', 'Air conditioning', 'Column free']",3,927777
1370,Warehouse in Oxley Bizhub,2045,189.99,420,Paya Lebar (D14),"['Air conditioning', 'Column free', '24 hr access']",3,858888
1371,Warehouse in Oxley Bizhub,1970,183.02,491,Paya Lebar (D14),['Column free'],1,968000
1372,Factory in Vertex,2809,260.96,522,Paya Lebar (D14),"['Security access', 'Air conditioning', 'Column free']",3,1465000
1373,Warehouse in Oxley Bizhub,1852,172.06,513,Paya Lebar (D14),['Air conditioning'],1,950000
1374,Warehouse in Oxley Bizhub,2238,207.92,581,Paya Lebar (D14),[],0,1300000
